ID,STATE,COUNTY,AREA_SQMI,Pop_Density,CDC_SVI_Overall_Ranking,FIPS,Lat,Long_,5_4_Confirmed,5_4_Deaths,ET_Total_Population,EM_Total_Pop_Median_Age,E_Total_Pop_SEX_Male,E_Total_Pop_SEX_Female,E_Total_Pop_RACE_One_Race,E_Total_Pop_RACE_White,E_Total_Pop_RACE_Black,E_Total_Pop_RACE_Native_Pop,E_Total_Pop_RACE_Asian,E_Total_Pop_RACE_Pacific_Islander,E_Total_Pop_RACE_Other_Race,E_Total_Pop_RACE_Two_or_More_Races,E_Total_Pop_RACE_Hispanic,E_Total_Pop_RACE_White_Alone,E_Total_Pop_in_Households_Householder_Spouse,E_Total_Pop_in_Households_Householder_Parent,E_Total_Pop_in_Households_Householder_Other_Relative,E_Total_Pop_in_Households_Householder_Nonrelative,E_Total_Pop_in_Households_Householder_Unmarried_Partner,E_Total_Households_TYPE_Family,E_Total_Households_TYPE_Family_Married_Couple,E_Total_Households_TYPE_Family_Female_Householder,E_Total_Households_TYPE_Nonfamily,E_Total_Households_TYPE_Nonfamily_Householder_Living_Alone,E_Total_Pop_Over_15_MARITAL_STATUS_Married,E_Total_Pop_Over_15_MARITAL_STATUS_Widowed,E_Total_Pop_Over_15_MARITAL_STATUS_Divorced,E_Total_Pop_Over_15_MARITAL_STATUS_Separated,E_Total_Pop_Over_15_MARITAL_STATUS_Never_Married,E_Total_Pop_Over_15_EDUCATION_Less_Than_High_School,E_Total_Pop_Over_15_EDUCATION_High_School_Grad,E_Total_Pop_Over_15_EDUCATION_Some_College,E_Total_Pop_Over_15_EDUCATION_Bachelors_Degree_or_Higher,E_Total_Pop_Over_30_RESPONSIBLE_FOR_GRANDCHILDREN_Live_Together,E_Total_Pop_Over_30_RESPONSIBLE_FOR_GRANDCHILDREN_Live_Together_and_Responsible,E_Total_Pop_Over_18_VETERAN_STATUS_Civilian_Veteran,E_Total_Pop_DISABILITY_STATUS_Yes,E_Total_Pop_DISABILITY_STATUS_No,E_Total_Pop_Over_1_Place_of_Residence_Last_Year_Same_House,E_Total_Pop_Over_1_Place_of_Residence_Last_Year_Different_US_House,E_Total_Pop_Over_1_Place_of_Residence_Last_Year_Different_Foreign_House,ET_Total_Pop_CITIZENSHIP_Native,ET_Total_Pop_CITIZENSHIP_Foreign_Born,E_Total_Pop_CITIZENSHIP_Foreign_Born_Post_2010_Entry,E_Total_Pop_CITIZENSHIP_Foreign_Born_Btwn_2000_2009_Entry,E_Total_Pop_CITIZENSHIP_Foreign_Born_Before_2000_Entry,E_Total_Pop_CITIZENSHIP_Foreign_Born_US_Citizen,E_Total_Pop_CITIZENSHIP_Foreign_Born_Not_US_Citizen,E_Total_Pop_Over_5_LANGUAGE_English_Only_At_Home,E_Total_Pop_Over_5_LANGUAGE_Nonenglish_At_Home,E_Total_Pop_Over_5_LANGUAGE_Limited_English,ET_Total_Pop_Over_16_EMPLOYMENT_STATUS_In_Labor_Force,E_Total_Pop_Over_16_EMPLOYMENT_STATUS_In_Civilian_Labor_Force,E_Total_Pop_Over_16_EMPLOYMENT_STATUS_In_Civilian_Labor_Force_Employed,E_Total_Pop_Over_16_EMPLOYMENT_STATUS_In_Civilian_Labor_Force_Unemployed,E_Total_Pop_Over_16_EMPLOYMENT_STATUS_In_Civilian_Labor_Force_Unemployed_Percent_of_Labor_Force,E_Total_Pop_Over_16_EMPLOYMENT_STATUS_In_Armed_Forces,E_Total_Pop_Over_16_EMPLOYMENT_STATUS_Not_In_Labor_Force,EM_Total_Households_WITH_INCOME_Mean_Earnings,EM_Total_Households_WITH_INCOME_Mean_Social_Security,EM_Total_Households_WITH_INCOME_Mean_Suppl_Security,EM_Total_Households_WITH_INCOME_Mean_Retirement_Income,EM_Total_Households_WITH_INCOME_Mean_Cash_Public_Asst,E_Total_Households_WITH_INCOME_WITH_EARNINGS,E_Total_Households_WITH_INCOME_WITH_Social_Security,E_Total_Households_WITH_INCOME_WITH_Suppl_Security,E_Total_Households_WITH_INCOME_WITH_Cash_Public_Asst,E_Total_Households_WITH_INCOME_WITH_Retirement_Income,E_Total_Households_WITH_INCOME_WITH_SNAP,E_Total_Pop_POVERTY_STATUS_Below_100_Percent,E_Total_Pop_POVERTY_STATUS_Btwn_100_149_Percent,E_Total_Pop_POVERTY_STATUS_Above_150_Percent,E_Total_HOUSING_UNITS_Owner_Occupied,E_Total_HOUSING_UNITS_Rented,E_Total_HOUSING_UNITS_No_Telephone,E_Total_HOUSING_UNITS_More_Than_One_Occupant_Per_Room,EM_Total_HOUSING_UNITS_Avg_Household_Size_Rented,EM_Total_HOUSING_UNITS_Avg_Household_Size_Owned
757,MISSOURI,Taney,632.3544533,86.53374656,0.8217,29213,36.65465345,-93.04075153,12,2,54720,42.1,26484.48,28235.52,53352,50451.84,656.64,492.48,492.48,0,1258.56,1368,3173.76,48700.8,33464.4,423.6,16096.8,2965.2,1588.5,15208.88,11160.634,2818.116,7157.12,5904.624,23830.752,3114.246,6544.43,812.412,10832.16,4251.286,12791.48,13619.164,6922.448,1414.049,1000.181,4349.969,9608.976,44679.024,44080.86,9976.48,162.66,52807,1913,441.903,866.589,604.508,774.765,1138.235,48923.1,2574.9,875.466,26114.456,26114.456,24601.864,1512.592,2580.304,0,18373.544,50225,18815,8913,22558,3370,16148.252,9371.354,1297.228,469.686,4674.494,3421.998,9121.676,6894.29,36964.001,13397.234,8968.766,849.908,603.882,2.36,2.37
758,MISSOURI,Warren,428.6061908,79.11224972,0.3841,29219,38.76529479,-91.16124662,22,0,33908,40.1,16716.644,17191.356,33229.84,31703.98,712.068,101.724,203.448,33.908,508.62,678.16,1118.964,31161.452,19735.632,134.256,11948.784,1778.892,738.408,9076.144,7498.216,1186.504,3155.856,2605.416,15711.04,1489.84,2708.8,352.144,6853.264,2811.798,8923.392,7180.542,4322.268,616.627,318.945,2654.207,5262.192,28469.808,29434.194,3951.348,66.972,33316,592,97.088,163.984,330.928,423.28,168.72,30918.142,727.858,158.23,15861.693,15861.693,14984.916,903.346,1514.433,0,10707.307,75824,20024,11074,22439,3611,9027.216,4440.216,831.776,220.176,2739.968,1272.128,4474.12,2926.68,26239.2,9516.496,2715.504,525.976,538.208,2.58,2.79
759,MISSOURI,Webster,592.5624209,64.26664712,0.6385,29225,37.2813734,-92.876329,15,0,38082,37.1,19421.82,18660.18,37434.606,36444.474,418.902,190.41,152.328,76.164,190.41,647.394,761.64,35949.408,21554.54,185.815,13453.006,1969.639,854.749,9757.608,8016.624,1241.632,3738.392,3117.576,16908.084,1652.448,3688.5,472.128,6786.84,3262.644,9491.328,7785.855,4177.173,1056.607,449.62,2437.248,5498.496,31653.504,31659.284,5851.716,0,37723,359,47.029,140.01,171.961,234.068,124.932,32929.302,2364.698,917.644,16357.612,16300.116,15523.92,776.196,1351.156,28.748,12390.388,59715,18106,10443,22357,1806,10216.472,4899.048,782.768,418.376,2766.68,1808.464,6190.632,5379.954,25241.565,10027.528,3468.472,634.312,539.84,2.71,2.77
760,MONTANA,Cascade,2698.172576,30.29680189,0.4102,30013,47.30797024,-111.3467922,16,2,81746,38.2,41281.73,40464.27,78639.652,72018.226,1062.698,3923.808,735.714,81.746,899.206,3106.348,3596.824,69892.83,50904.381,554.169,23591.766,4116.684,2058.342,21355.28,16464.232,3409.956,13088.72,10987.636,34630.636,4295.785,8657.659,859.157,17711.852,4585.667,17458.684,18784.66,14364.74,1284.27,642.135,9268.656,11657.462,66580.538,66395.175,13681.43,402.395,80008,1738,163.372,246.796,1327.832,1119.272,618.728,73937.28,2286.72,381.12,40883.742,38478.816,36918.864,1559.952,2664.918,2404.926,24114.258,67457,18127,9975,21802,3047,25419.672,12124.288,1791.088,757.768,7233.24,3651.064,10182.784,8353.065,61017.151,22113.048,12330.952,929.988,654.436,2.15,2.38
761,MONTANA,Flathead,5087.158545,19.28031123,0.0924,30029,48.29575866,-114.0520569,37,2,98082,42.1,48844.836,49237.164,96022.278,92687.49,392.328,1569.312,588.492,0,686.574,2059.722,2648.214,91118.178,59000.529,968.81,30711.277,6200.384,2325.144,24672.54,20770.836,2677.64,13579.46,11322.592,44353.794,4483.416,10407.93,1120.854,19614.945,4225.104,20709.936,23619.024,20709.936,1341.102,574.758,8692.842,11210.89,86275.11,83932.72,12793.44,193.84,95924,2158,263.276,511.446,1381.12,1497.652,660.348,89787.528,2586.472,461.87,49228.125,49149.36,47337.765,1811.595,2914.305,0,29536.875,71924,19513,10073,25742,2721,28497.74,13388.2,1530.08,841.544,7267.88,3174.916,11341.98,9790.94,75807.08,27770.952,10481.048,994.552,841.544,2.38,2.59
762,MONTANA,Gallatin,2605.013918,40.20285622,0.0427,30031,45.54486106,-111.1692571,146,1,104729,33.5,54249.622,50479.378,102110.775,98759.447,314.187,942.561,1466.206,0,628.374,2618.225,3770.244,96141.222,62317.825,302.025,26477.525,11476.95,3120.925,24351.3,20320.74,2435.13,17633.7,11461.905,42550.551,2599.83,8492.778,606.627,32411.214,2197.107,12516.852,19241.331,32623.71,866.655,288.885,5840.45,8243.887,96109.113,81615.524,21543.184,414.292,101165,3564,1215.324,769.824,1582.416,1493.316,2070.684,94511.368,4040.632,985.52,61811.142,61725.531,59756.478,2054.664,2825.163,85.611,23799.858,79679,19543,9705,31471,3937,35771.22,8942.805,797.715,419.85,5625.99,1721.385,12031.019,8189.181,80981.901,25736.805,16248.195,1007.64,671.76,2.21,2.52
763,MONTANA,Lake,1490.46607,19.97630178,0.6468,30047,47.64514965,-114.0898013,5,0,29774,42.3,14738.13,15035.87,27600.498,20008.128,89.322,7264.856,119.096,59.548,89.322,2173.502,1310.056,19412.648,17824.092,116.688,9510.072,1691.976,904.332,7926.981,5936.349,1374.484,3922.019,3305.871,12663.288,1478.576,3219.48,310.024,6176.632,1792.56,6049.89,6823.95,5703.6,809.991,565.11,2485.23,4261.248,25330.752,25277.793,4119.78,29.427,29186,588,69.972,115.836,402.192,295.764,292.236,26784.96,1116.04,251.109,13091.12,13091.12,12296.302,794.818,1425.997,0,10285.88,59246,18699,9513,26099,3729,8460.186,4573.714,829.43,284.376,2192.065,1883.991,6186.52,3078.6,20054.88,8554.978,3294.022,225.131,355.47,2.53,2.44
764,MONTANA,Lewis and Clark,3458.379209,19.39550175,0.1258,30049,47.12610041,-112.394698,16,0,67077,41,33203.115,33873.885,65131.767,62918.226,201.231,1207.386,402.462,67.077,335.385,1945.233,2146.464,61375.455,41376.742,326.315,19122.059,4437.884,2088.416,17236,13622,2585.4,10564,8423.4,28511.784,2966.544,8020.656,604.296,14887.656,2349.85,11514.265,15039.04,18140.842,775.836,387.918,6330.72,9227.793,57159.207,54038.014,11839.418,198.426,66129,948,197.184,208.56,542.256,547.944,400.056,61493.49,1641.51,315.675,35732.999,35570.822,34435.583,1081.18,1675.829,162.177,18326.001,72154,19378,10615,26040,2890,21684,8868.2,1306.6,528.2,6811,2668.8,7341.376,4522.812,53618.264,19043,8757,722.8,333.6,2.07,2.48
765,MONTANA,Lincoln,3612.511135,5.3585994,0.4194,30053,48.54265777,-115.4046155,7,1,19358,52.6,9679,9679,18796.618,18370.742,19.358,135.506,96.79,38.716,154.864,561.382,580.74,17983.582,12530.15,229.56,5241.62,1128.67,497.38,4971.918,4311.198,371.655,3287.082,2808.06,9122.733,1412.445,2725.188,116.319,3240.315,1801.94,5154.73,4815.02,2983.54,266.589,140.31,2340.768,4104.092,15073.908,17126.27,2001.272,115.458,18863,495,159.885,28.215,306.9,215.82,279.18,17629.638,908.362,148.304,7605.468,7589.217,6809.169,780.048,1690.104,16.251,8645.532,51874,18135,7899,26631,1964,4814.997,4451.601,396.432,148.662,2312.52,1172.778,3545.71,2376.584,13224.54,6466.797,1792.203,181.698,82.59,2.48,2.27
766,MONTANA,Missoula,2593.007861,44.72913551,0.178,30063,47.03728583,-113.9213508,39,1,115983,35.6,58339.449,57643.551,112039.578,106356.411,579.915,2667.609,1855.728,115.983,463.932,3943.422,3711.456,103688.802,70070.056,674.832,30479.912,11359.672,4386.408,27269.088,21387.52,3937.248,21338.912,15019.872,44304.26,4186.996,11392.524,1460.58,36027.64,3471.93,16433.802,24457.818,32790.45,1013.235,405.294,7869.792,14766.336,100595.664,91128.312,23357.383,575.305,112602,3381,1004.157,666.057,1710.786,1639.785,1741.215,104772.82,5167.18,1429.22,67112.002,67015.853,64131.383,2884.47,4134.407,96.149,29036.998,67732,18470,9013,26117,2140,39178.048,13464.416,2138.752,1020.768,8117.536,5930.176,16834.02,10168.2,85977.78,28532.896,20075.104,923.552,826.336,2.03,2.51
767,MONTANA,Ravalli,2390.996242,17.52491253,0.186,30081,46.08520862,-114.1189164,5,0,41902,48.8,20825.294,21076.706,40980.156,40225.92,41.902,377.118,251.412,0,83.804,921.844,1424.668,39010.762,26650.857,374.193,12639.408,1912.542,582.078,11359.712,9494.94,1163.344,5748.288,4927.104,20054.944,2330.328,4837.196,388.388,7661.836,2784.6,9374.82,10395.84,8384.74,877.32,467.904,4373.85,8258.778,33452.222,35777.391,5596.695,82.914,41170,732,67.344,119.316,546.072,444.324,287.676,38743.527,1239.473,199.915,19127.717,19127.717,18020.869,1141.437,2040.751,0,15461.283,60084,19825,10019,27201,4708,11855.844,7373.548,872.508,325.052,4362.54,1950.312,5942.365,4446.385,31207.805,13019.188,4088.812,325.052,290.836,2.26,2.48
768,MONTANA,Silver Bow,717.9830293,48.48861126,0.5258,30093,45.90018933,-112.6620092,11,0,34814,39.8,17581.07,17232.93,34326.604,32794.788,208.884,905.164,278.512,0,174.07,487.396,1601.444,31471.856,21397.584,168.22,9891.336,2186.86,908.388,8155.004,6214.78,1379.378,7002.996,5941.936,13212.784,2341.872,4134.416,318.032,8933.808,1921.014,7918.326,7426.359,6184.728,428.72,192.924,2749.725,6398.766,27819.234,28578.117,5756.991,137.892,33956,858,431.574,138.996,286.572,344.916,513.084,31578.54,1111.46,261.52,17278.272,17249.76,16394.4,855.36,1425.6,0,11233.728,59602,17810,8854,20157,4124,10944.076,5426.564,651.794,485.056,3349.918,2622.334,6468.215,3623.555,23773.23,10140.702,5017.298,757.9,242.528,1.97,2.35
769,MONTANA,Yellowstone,2633.465749,59.92711318,0.2497,30111,45.93955949,-108.2691486,83,2,157816,38.2,77803.288,80012.712,153239.336,143139.112,946.896,6943.904,946.896,157.816,946.896,4576.664,8679.88,136668.656,96495,617.568,47398.344,10035.48,4631.76,40380.525,31537.125,5657.175,24644.475,19637.55,65405.67,7843.62,16572.81,1644.63,35043.27,6781.446,32615.526,34876.008,33369.02,2221.294,1255.514,12037,19292.912,136295.088,132456.752,23273.651,312.398,154472,3344,665.456,822.624,1855.92,1922.8,1421.2,141722.88,5905.12,1476.28,83861.102,83612.256,80750.527,2861.729,4230.382,248.846,40561.898,78500,18938,10110,22596,3250,51304.725,19507.5,2861.1,1235.475,10989.225,5332.05,15240.555,14470.83,124079.67,44412.075,20612.925,1560.6,1495.575,2.18,2.46
770,NEBRASKA,Adams,563.272278,56.0705741,0.3592,31001,40.5244942,-98.50117804,204,3,31583,37.4,15949.415,15633.585,30951.34,29466.939,221.081,157.915,410.579,0,694.826,631.66,3126.717,27256.129,19008.132,119.548,9055.761,1703.559,687.401,7753.1,6304.16,1029.51,4956.9,4194.3,13136.409,1721.148,2860.143,126.555,7441.434,2041.4,5715.92,7573.594,5083.086,446.856,186.19,1923.76,4444.884,26857.116,26619.888,4561.624,62.488,29792,1791,651.924,440.586,698.49,721.773,1069.227,27014.46,2509.54,1121.912,16492.08,16492.08,15942.344,549.736,824.604,0,8495.92,70044,18879,10403,26671,3653,9812.12,4219.72,788.02,317.75,1982.76,1334.55,3887.52,2691.36,23325.12,8668.22,4041.78,432.14,190.65,1.93,2.55
771,NEBRASKA,Buffalo,968.2199305,50.63932115,0.2656,31019,40.85486962,-99.07500296,116,1,49030,33.3,24613.06,24416.94,48147.46,45205.66,539.33,49.03,686.42,0,1617.99,882.54,4314.64,42705.13,28716.166,140.307,13937.162,3928.596,1215.994,11786.475,9525.005,1629.025,7378.525,5500.355,19885.385,2283.866,3622.684,433.147,13191.295,2102.45,7478.715,10031.69,10422.145,560.994,160.284,2517.391,5380.947,43096.053,36784.224,11549.664,194.112,46756,2274,664.008,679.926,930.066,864.12,1409.88,42070.86,3559.14,1368.9,28538.851,28538.851,27686.945,851.906,1161.69,0,10184.149,73160,18926,9261,22388,2492,16021.94,4944.57,670.775,229.98,2376.46,1552.365,6565.947,4423.865,35623.755,12169.775,6995.225,517.455,325.805,2.15,2.61
772,NEBRASKA,Dodge,529.0637505,69.33568963,0.5691,31053,41.58071748,-96.65598179,119,0,36683,39,18121.402,18561.598,35949.34,34555.386,330.147,330.147,146.732,73.366,513.562,733.66,4512.009,30923.769,23012.955,178.395,10418.268,2069.382,1106.049,10014.295,7766.812,1513.611,5274.705,4403.232,16126.55,2052.47,3518.52,469.136,7154.324,2631.879,8928.711,8485.965,4575.042,315.462,112.665,2513.16,4768.632,31357.368,30786.168,5275.564,72.268,34226,2457,511.056,1093.365,852.579,466.83,1990.17,30280.275,3934.725,2326.62,19631.187,19631.187,18708.723,893.637,1326.042,0,9195.813,61968,19371,9429,20232,3000,12017.154,5152.393,688.005,336.358,2262.772,1727.657,4876.104,3167.688,27583.8,9555.625,5733.375,382.225,397.514,2.23,2.39
773,NEBRASKA,Douglas,326.4105636,1700.288109,0.4669,31055,41.29518299,-96.15085305,944,14,554992,34.5,273611.056,281380.944,537787.248,441218.64,61604.112,3329.952,19979.712,554.992,11099.84,17204.752,68819.008,387384.416,313943.643,4337.736,189233.733,34159.671,13013.208,133572.153,98398.872,25247.079,82214.847,66678.183,209783.322,21282.366,47776.74,6515.01,148542.228,36082.7,76856.151,107526.446,140361.703,8244.184,2853.756,30007.599,58093.724,489960.276,452267.279,91328.459,3828.139,501832,53160,14884.8,18712.32,19562.88,17808.6,35351.4,436406.416,76409.584,37435.568,302425.032,301570.724,288756.104,12814.62,17940.468,854.308,124728.968,85743,20189,9655,24176,2560,178240.062,53083.602,9063.054,3668.379,30425.967,22226.061,68881.625,45559.5,427933.875,132709.005,83077.995,4747.314,4315.74,2.25,2.68
774,NEBRASKA,Hall,546.3907936,112.2694612,0.6701,31079,40.87257079,-98.50218293,1281,28,61343,36,30855.529,30487.471,60361.512,53797.811,1533.575,368.058,674.773,245.372,3803.266,981.488,16685.296,41222.496,33756.333,845.418,21860.094,3925.155,1690.836,15482.99,10954.73,3339.02,7387.01,5923.33,24232.581,3023.168,5385.018,850.266,13745.967,6020.55,12198.5,12867.45,8224.15,1527.618,532.89,3343.125,7502.62,53002.38,50714.084,9319.772,544.662,52904,8439,1881.897,3113.991,3443.112,2303.847,6135.153,44211.96,12470.04,5894.928,32945.42,32899.018,31414.154,1484.864,2088.09,46.402,13456.58,70857,19961,10164,19525,1757,18936.36,6426.47,1006.28,503.14,2927.36,2767.27,7815.34,6612.98,45689.68,14202.27,8667.73,526.01,891.93,2.45,2.76
775,NEBRASKA,Lancaster,837.5662531,370.2322041,0.3025,31109,40.78416049,-96.68777155,390,1,310094,33.3,155667.188,154426.812,299550.804,267921.216,12403.76,1860.564,13334.042,310.094,4031.222,10543.196,21396.486,253036.704,178653.734,1483.835,91997.77,24631.661,8309.476,72974.37,56171.868,11774.016,49671.63,37161.738,117938.64,10744.41,25236.87,2748.57,93201.51,12460.76,41983.176,62878.912,74381.152,3728.692,1186.402,15492.425,32709.151,272983.849,240549.012,63044.652,2448.336,286075,24019,8070.384,6172.883,9775.733,11000.702,13018.298,257392.128,32463.872,13623.232,176108.076,175616.154,169467.129,5903.064,8362.674,491.922,69852.924,74620,20806,9902,24675,2944,101918.826,31520.022,4292.61,3556.734,18028.962,10179.618,38864.556,24327.432,233484.012,73587.6,49058.4,2575.566,2575.566,2.17,2.59
776,NEBRASKA,Lincoln,2564.131494,13.81871409,0.3675,31111,41.04658298,-100.7475374,33,1,35433,40.3,17503.902,17929.098,34688.907,33732.216,496.062,141.732,106.299,0,212.598,744.093,2940.939,31216.473,22857.12,69.264,10043.28,1696.968,935.064,9620.37,7807.185,1258.74,5364.63,4585.41,16348.608,1788.129,3150.513,397.362,6698.388,1648.796,7274.1,9965.517,5358.587,401.616,245.432,2552.555,5112.336,29903.664,29369.802,5476.317,69.762,34787,646,153.748,127.908,363.698,357.238,288.762,32112.198,1233.802,200.076,17745.332,17717.518,17244.68,472.838,750.978,27.814,10068.668,74399,20644,8976,28628,755,11238.75,5244.75,914.085,209.79,1933.065,1633.365,4205.462,2688.738,27576.8,9785.205,5199.795,449.55,284.715,1.99,2.48
777,NEBRASKA,Madison,572.6219322,61.4087551,0.5105,31119,41.91676024,-97.6005481,157,3,35164,36.8,17476.508,17687.492,34706.868,32210.224,527.46,527.46,527.46,0,914.264,457.132,5204.272,28131.2,21612.426,68.178,10567.59,1874.895,1056.759,9108.306,7369.318,1382.638,5145.694,4162.168,15192.204,1774.272,2495.07,249.507,8011.947,2270.565,7041.045,8485.95,5137.44,351.203,165.272,1922.674,3833.607,30703.393,28778.796,5943.447,34.757,32605,2559,547.626,936.594,1074.78,867.501,1691.499,28195.54,4400.46,2020.952,19097.745,19097.745,18528.876,568.869,812.67,0,7991.255,69580,17809,8471,17920,1912,11588.502,3934.104,755.462,114.032,1567.94,1453.908,5387.958,2523.474,26189.568,9364.878,4889.122,213.81,342.096,2.22,2.48
778,NEBRASKA,Platte,674.0995529,49.04765158,0.2994,31141,41.57246836,-97.52144359,185,0,33063,38.5,16862.13,16200.87,32699.307,31542.102,165.315,132.252,264.504,0,628.197,363.693,6083.592,26119.77,20181.257,163.015,10889.402,1336.723,652.06,8554,7215,949,4446,3796,15043.252,1760.656,2097.252,233.028,6757.812,2454.134,6667.426,7775.044,4821.396,316.768,138.586,2007.278,3179.66,29600.34,28862.621,3726.318,98.061,30000,3063,502.332,1197.633,1363.035,1105.743,1957.257,25684.182,5001.818,2362.822,18423.996,18423.996,17735.01,688.986,969.684,0,7094.004,76416,19519,11891,18427,2948,10504,3991,364,156,1495,741,2702.563,2572.319,27286.118,9360,3640,247,325,2.2,2.63
779,NEBRASKA,Sarpy,238.15218,748.8950972,0.0971,31153,41.11314181,-96.11156432,158,0,178351,34.4,89175.5,89175.5,172108.715,156948.88,6955.689,713.404,4458.775,178.351,3031.967,6242.285,16051.59,145177.714,103284.28,1062.96,64486.24,8149.36,3188.88,47352.76,38246.46,6244.32,17692.24,14179.81,80360.196,5330.013,13393.366,1366.67,36216.755,5454.432,23976.774,38749.194,45567.234,3232.864,1111.297,18303.436,15671.25,158453.75,148767.408,26025.504,1230.936,169277,9074,1714.986,2785.718,4573.296,4600.518,4473.482,150802.688,14189.312,4454.784,100250.7,96900.075,93951.525,2948.55,4020.75,3484.65,33774.3,91605,20912,10592,27553,2741,56263.925,15025.395,2081.44,780.54,12683.775,3382.34,9524.466,8289.813,158564.721,44946.095,20098.905,975.675,1365.945,2.3,2.91
780,NEBRASKA,Scotts Bluff,739.4159502,49.03194202,0.5675,31157,41.85070896,-103.7080986,34,0,36255,39.5,17583.675,18671.325,35348.625,33318.345,290.04,652.59,253.785,108.765,725.1,906.375,8592.435,26212.365,21392.631,283.816,11565.502,2235.051,1099.787,9498.45,6824.271,1812.012,5114.55,4383.9,14490.975,2209.515,3701.655,659.985,7632.87,3025.875,6995.823,8787.141,5422.368,640.61,309.26,2204.82,5173.89,30508.11,30499.896,5262.306,35.798,34762,1493,289.642,416.547,788.304,622.581,870.419,30019.628,3824.372,1184.54,18457.872,18457.872,17501.214,956.658,1434.987,0,9679.128,69411,18780,9251,20807,2960,11354.301,5158.389,730.65,263.034,2118.885,1709.721,4727.386,4409.875,26141.739,10082.97,4530.03,321.486,189.969,2.38,2.45
781,NEVADA,Carson,144.6619414,376.5122981,0.8443,32510,39.15509045,-119.7480219,48,1,54467,42.8,27887.104,26579.896,52941.924,43737.001,980.406,1361.675,1470.609,54.467,5392.233,1525.076,12908.679,36765.225,31993.793,785.445,16180.167,3455.958,1727.979,13835.976,9545.925,2830.086,8625.024,7299.825,20712.592,3301.352,7507.184,949.704,12753.168,4939.284,10695.3,14584.5,8672.916,1415.84,672.524,4621.437,11486.55,40963.45,43955.658,9894.078,162.198,47833,6634,497.55,1565.624,4570.826,3018.47,3615.53,40235.52,11348.48,4229.888,26794.8,26750.142,25097.796,1652.346,2768.796,44.658,17863.2,69948,16808,9891,34361,3113,16261.764,8422.875,988.284,943.362,5255.874,2785.164,7170.58,5966.76,39255,12510.777,9950.223,875.979,988.284,2.35,2.31
782,NEVADA,Clark,7891.647449,271.3722342,0.7404,32003,36.21458855,-115.0130241,4411,223,2141574,37.1,1070787,1070787,2030212.152,1299935.418,246281.01,17132.592,205591.104,14991.018,246281.01,111361.848,661746.366,931584.69,1097513.536,55087.552,805125.76,161025.152,61443.808,489186.698,330220.22,106745.606,278767.302,218866.89,755364.911,89473.748,239170.211,39574.927,598785.852,208061.139,416122.278,483051.036,347738.547,56949.42,18120.27,143499.664,258358.302,1859332.698,1719276.832,385355.152,12704.016,1666257,475317,66544.38,130236.858,279011.079,231479.379,243837.621,1318978.108,685547.892,266601.958,1088138.612,1081369.476,1003524.412,77845.064,121844.448,6769.136,604145.388,76765,19169,10416,29443,2832,605915.706,218866.89,33022.022,23038.62,136695.812,99834.02,298133.361,209327.679,1606959.96,407783.574,360170.426,19966.804,32254.068,2.7,2.81
783,NEVADA,Douglas,709.7212373,67.38983912,0.1793,32005,38.912862,-119.6171333,21,0,47828,51.5,24105.312,23722.688,46440.988,42710.404,334.796,1004.388,669.592,143.484,1578.324,1387.012,5978.5,38740.68,31770.08,475.6,12698.52,2615.8,1236.56,14014.299,11112.66,1913.847,6564.701,5041.855,23755.667,2758.457,5558.085,411.71,8645.91,2301.768,8805.176,14906.688,10558.904,720.972,205.992,5168.212,7276.374,40281.626,40758.063,6658.26,142.677,44206,3622,275.272,1057.624,2292.726,1876.196,1745.804,41085.52,4974.48,1796.34,22100.295,22059.744,20924.316,1135.428,2108.652,40.551,18450.705,75119,20617,10092,37452,3008,14240.668,8869.549,946.634,370.422,5988.489,1440.53,4419.918,3184.242,39921.84,14384.721,6194.279,391.001,514.475,2.36,2.29
784,NEVADA,Elko,17169.19402,3.043357769,0.5178,32007,41.14531606,-115.3577619,15,1,52252,33.9,27223.292,25028.708,51572.724,45145.728,313.512,3344.128,574.772,104.504,2090.08,679.276,12644.984,34956.588,27443.328,822.272,19631.744,3443.264,1233.408,12470.04,9799.152,1415.04,5217.96,4245.12,21720.083,1571.583,4916.234,886.534,11202.566,4913.896,9827.792,12417.548,6042.764,1169.52,613.998,3141.799,6089.508,45516.492,43152.372,8300.516,103.112,47636,4616,489.296,1070.912,3051.176,1772.544,2843.456,40079.998,8443.002,2717.288,27418.92,27418.92,26158.28,1260.64,1772.775,0,11976.08,90308,17821,11953,28059,2628,15193.992,3855.984,336.072,229.944,2264.064,1078.968,6118.623,2673.684,42624.693,12788.424,4899.576,247.632,601.392,2.82,2.94
