,ET_Over_60_Population,EM_Over_60_Pop_Median_Age,E_Over_60_SEX_Male,E_Over_60_SEX_Female,E_Over_60_RACE_One_Race,E_Over_60_RACE_White,E_Over_60_RACE_Black,E_Over_60_RACE_Native_Pop,E_Over_60_RACE_Asian,E_Over_60_RACE_Pacific_Islander,E_Over_60_RACE_Other_Race,E_Over_60_RACE__Two_or_More_Races,E_Over_60_RACE_Hispanic,E_Over_60_RACE_White_Alone,E_Over_60_Pop_in_Households_Householder_Spouse,E_Over_60_Pop_in_Households_Householder_Parent,E_Over_60_Pop_in_Households_Householder_Other_Relative,E_Over_60_Pop_in_Households_Householder_Nonrelative,E_Over_60_Pop_in_Households_Householder_Unmarried_Partner,E_Over_60_Households_TYPE_Family,E_Over_60_Households_TYPE_Family_Married_Couple,E_Over_60_Households_TYPE_Family_Female_Householder,E_Over_60_Households_TYPE_Nonfamily,E_Over_60_Households_TYPE_Nonfamily_Householder_Living_Alone,E_Total_Pop_Over_60_MARITAL_STATUS_Married,E_Total_Pop_Over_60_MARITAL_STATUS_Divorced,E_Total_Pop_Over_60_MARITAL_STATUS_Separated,E_Total_Pop_Over_60_MARITAL_STATUS_Never_Married,E_Pop_Over_60_EDUCATION_Less_Than_High_School,E_Pop_Over_60_EDUCATION_Less_High_School_Grad,E_Pop_Over_60_EDUCATION_Some_College,E_Pop_Over_60_EDUCATION_Bachelors_Degree_or_Higher,E_Total_Pop_Over_60_RESPONSIBLE_FOR_GRANDCHILDREN_Live_Together,E_Total_Pop_Over_60_RESPONSIBLE_FOR_GRANDCHILDREN_Live_Together_and_Responsible,E_Pop_Over_60_VETERAN_STATUS_Civilian_Veteran,E_Pop_Over_60_DISABILITY_STATUS_Yes,E_Pop_Over_60_DISABILITY_STATUS_No,E_Pop_Over_60_Place_of_Residence_Last_Year_Same_House,E_Pop_Over_60_Place_of_Residence_Last_Year_Different_US_House,E_Pop_Over_60_Place_of_Residence_Last_Year_Different_Foreign_House,ET_Over_60_Pop_CITIZENSHIP_Native,ET_Over_60_Pop_CITIZENSHIP_Foreign_Born,E_Over_60_Pop_CITIZENSHIP_Foreign_Born_Post_2010_Entry,E_Over_60_Pop_CITIZENSHIP_Foreign_Born_Btwn_2000_2009_Entry,E_Over_60_Pop_CITIZENSHIP_Foreign_Born_Before_2000_Entry,E_Over_60_Pop_CITIZENSHIP_Foreign_Born_US_Citizen,E_Over_60_Pop_CITIZENSHIP_Foreign_Born_Not_US_Citizen,E_Over_60_Pop_LANGUAGE_English_Only_At_Home,E_Over_60_Pop_LANGUAGE_Nonenglish_At_Home,E_Over_60_Pop_LANGUAGE_Limited_English,ET_Over_60_Pop_EMPLOYMENT_STATUS_in_Labor_Force,E_Over_60_Pop_EMPLOYMENT_STATUS_in_Civilian_Labor_Force,E_Over_60_Pop_EMPLOYMENT_STATUS_in_Civilian_Labor_Force_Employed,E_Over_60_Pop_EMPLOYMENT_STATUS_in_Civilian_Labor_Force_Unemployed,E_Total_Pop_Over_60_EMPLOYMENT_STATUS_Not_In_Labor_Force,E_Total_Pop_Over_60_EMPLOYMENT_STATUS_In_Civilian_Labor_Force_Unemployed_Percent_of_Labor_Force,EM_Over_60_Households_WITH_INCOME_Mean_Earnings,EM_Over_60_Households_WITH_INCOME_Mean_Social_Security,EM_Over_60_Households_WITH_INCOME_Mean_Suppl_Security,EM_Over_60_Households_WITH_INCOME_Mean_Retirement_Income,EM_Over_60_Households_WITH_INCOME_Mean_Cash_Public_Asst,E_Over_60_Households_WITH_INCOME_WITH_EARNINGS,E_Over_60_Households_WITH_INCOME_WITH_Social_Security,E_Over_60_Households_WITH_INCOME_WITH_Suppl_Security,E_Over_60_Households_WITH_INCOME_WITH_Cash_Public_Asst,E_Over_60_Households_WITH_INCOME_WITH_Retirement_Income,E_Over_60_Households_WITH_INCOME_WITH_SNAP,E_Over_60_Pop_POVERTY_STATUS_Below_100_Percent,E_Over_60_Pop_POVERTY_STATUS_Btwn_100_149_Percent,E_Over_60_Pop_POVERTY_STATUS_Above_150_Percent,E_Over_60_HOUSING_UNITS_Owner_Occupied,E_Over_60_HOUSING_UNITS_Rented,E_Over_60_HOUSING_UNITS_No_Telephone,E_Over_60_HOUSING_UNITS_More_Than_One_Occupant_Per_Room,EM_Over_60_HOUSING_UNITS_Avg_Household_Size_Owned,EM_Over_60_HOUSING_UNITS_Avg_Household_Size_Rented,E_TRANSPORTATION_Workers_Over_60_Public_Transportation,E_TRANSPORTATION_Workers_Over_16_over_60_mins_public_transportation,STATE,COUNTY,AREA_SQMI,Pop_Density,CDC_SVI_Overall_Ranking,Lat,Long_,FIPS,4_22_Confirmed,4_22_Deaths
1407,12395,68.5,5912.415,6482.585,12333.025,11378.61,706.515,12.395,161.135,0,61.975,61.975,247.9,11167.895,10914.525,390.24,487.8,402.435,195.12,4736.97,3639.196,781.976,2782.03,2368.485,7461.79,1772.485,161.135,706.515,1995.595,3916.82,2689.715,3780.475,768.49,210.715,2404.63,3760.372,8448.628,11775.25,607.355,12.395,11639,756,40.824,83.916,631.26,483.084,272.916,11688.485,706.515,198.32,3991.19,3991.19,3842.45,148.74,8403.81,483.405,71564,20686,12720,30565,4177,3947.475,5669.326,578.963,180.456,3924.918,887.242,842.421,854.63,10511.949,6165.58,1353.42,60.152,15.038,2.06,1.78,3801.93,4228.488,WEST VIRGINIA,Jefferson,209.2954806,268.4195561,0.2255,39.30776166,-77.86014147,54037,65,0
1408,50219,69.3,22498.112,27720.888,49817.248,46653.451,2661.607,100.438,351.533,0,50.219,401.752,200.876,46502.794,45679.779,1084.094,1576.864,886.986,443.493,17757.558,13919.844,3024.639,14765.442,14049.936,28022.202,8085.259,451.971,2862.483,7633.288,20439.133,10947.742,11198.837,2159.417,1054.599,8336.354,17437.847,31961.153,47908.926,2310.074,50.219,49194,1025,21.525,108.65,893.8,840.5,184.5,49315.058,903.942,251.095,12404.093,12404.093,12002.341,401.752,37814.907,1707.446,62049,20395,9940,19770,2384,14277.597,26441.199,2016.426,650.46,16066.362,3024.639,4742.304,4643.506,39963.791,26636.337,5886.663,357.753,65.046,1.92,1.48,10162.923,6741.741,WEST VIRGINIA,Kanawha,901.6314449,205.9710773,0.5656,38.33860077,-81.52857054,54039,138,0
1409,8770,68.5,3990.35,4779.65,8726.15,8524.44,175.4,8.77,8.77,8.77,0,43.85,52.62,8498.13,8212.001,180.957,146.489,86.17,43.085,3300.48,2589.96,481.32,2429.52,2360.76,5174.3,727.91,87.7,263.1,2350.36,3639.55,1692.61,1087.48,456.04,298.18,1368.12,4934.644,3692.356,8498.13,271.87,0,8740,30,0,0,30,30,0,8743.69,26.31,8.77,1271.65,1271.65,1210.26,61.39,7498.35,429.73,52255,20688,8245,15646,3173,1673.16,5002.29,441.21,57.3,3105.66,813.66,948.97,1121.51,6556.52,4962.18,767.82,189.09,57.3,1.87,1.93,0,10532,WEST VIRGINIA,Logan,453.7513689,74.49233725,0.7471,37.8299889,-81.93528571,54045,9,1
1410,14786,69,6771.988,8014.012,14682.498,14105.844,443.58,0,88.716,0,29.572,103.502,44.358,14061.486,13492.564,158.906,548.948,231.136,101.122,5277.925,4259.056,771.036,3901.075,3708.316,8930.744,2055.254,133.074,768.872,2129.184,6742.416,3119.846,2809.34,547.082,251.362,2764.982,5470.794,9002.206,14091.058,680.156,14.786,14645,141,0,0,141,130.002,10.998,14475.494,310.506,73.93,3430.352,3430.352,3326.85,103.502,11355.648,458.366,50240,20107,8458,18502,2335,3662.421,7416.632,771.036,137.685,5112.703,954.616,1317.043,1809.125,11346.832,8068.341,1110.659,146.864,100.969,1.9,1.47,0,5233.05,WEST VIRGINIA,Marion,308.7436797,182.9899807,0.4939,39.50984542,-80.24244659,54049,43,1
1411,9379,69.1,4389.372,4989.628,9379,9294.589,18.758,0,37.516,0,18.758,0,112.548,9210.178,8512.718,110.316,330.948,248.211,128.702,3416.985,2908.818,338.778,2424.015,2225.421,5683.674,1172.375,28.137,590.877,1116.101,4192.413,2466.677,1603.809,347.023,196.959,1735.115,2737.449,6479.551,8919.429,403.297,56.274,9234,145,26.97,0,118.03,118.03,26.97,9219.557,159.443,46.895,2044.622,2044.622,1988.348,56.274,7334.378,253.233,49970,20243,10882,17836,1641,2464.902,4859.712,408.87,93.456,3195.027,467.28,718.926,1318.031,7180.043,5145.921,695.079,163.548,17.523,2.04,1.58,0,10486,WEST VIRGINIA,Marshall,305.4311972,103.6076219,0.2153,39.86064362,-80.66591062,54051,8,0
1412,7383,70,3270.669,4112.331,7301.787,7235.34,22.149,0,22.149,0,22.149,81.213,95.979,7139.361,6840.392,115.328,144.16,115.328,50.456,2686.411,2237.872,289.38,2136.589,2016.014,4355.97,856.428,110.745,391.299,1616.877,3529.074,1447.068,782.598,280.554,118.128,1314.174,2703.75,4506.25,7109.829,273.171,0,7327,56,0,0,56,56,0,7257.489,125.511,22.149,1181.28,1181.28,1159.131,14.766,6201.72,103.362,44904,20236,7450,15005,1595,1572.298,4060.966,289.38,106.106,2604.42,376.194,706.58,1160.81,5342.61,4403.399,419.601,72.345,62.699,1.86,1.79,NA,NA,WEST VIRGINIA,Mason,430.7671759,62.5372626,0.5497,38.77071799,-82.02524219,54053,10,0
1413,17224,69.8,7630.232,9593.768,17120.656,16104.44,775.08,86.12,155.016,0,17.224,103.344,34.448,16052.768,15351.556,625.559,591.745,338.14,67.628,5848.368,4731.264,974.728,5103.632,4917.448,9593.768,2221.896,241.136,826.752,3754.832,6906.824,3565.368,2996.976,878.424,430.6,2962.528,8363.914,8567.086,16190.56,1016.216,17.224,16920,304,40.128,0,263.872,261.136,42.864,16707.28,516.72,241.136,3031.424,3031.424,2945.304,86.12,14192.576,516.72,49790,20087,8430,17294,5475,3449.88,9604.904,996.632,317.608,5169.344,1708.512,1608.445,2217.961,13104.594,9177.776,1774.224,120.472,87.616,1.92,1.69,0,9903.816,WEST VIRGINIA,Mercer,418.9649806,144.3700615,0.8089,37.40481169,-81.11023142,54055,9,0
1414,7398,69.6,3514.05,3883.95,7375.806,7146.468,229.338,0,0,0,0,22.194,22.194,7131.672,6752.022,187.356,144.12,122.502,50.442,2737.865,2301.325,336.895,2007.135,1893.255,4527.576,651.024,44.388,414.288,1198.476,3721.194,1620.162,865.566,229.338,103.572,1486.998,3119.04,4100.96,7227.846,170.154,0,7370,28,0,0,28,28,0,7287.03,110.97,81.378,1531.386,1531.386,1494.396,36.99,5866.614,170.154,44329,20433,12092,21658,1326,1822.08,3995.29,204.035,142.35,2400.97,360.62,808.64,866.4,5544.96,3838.705,906.295,142.35,0,1.97,1.67,1276.381,1903.107,WEST VIRGINIA,Mineral,327.8672442,83.1983081,0.5933,39.41561583,-78.94104895,54057,10,0
1415,17450,68.8,8096.8,9353.2,17275.5,16612.4,349,17.45,296.65,0,0,174.5,104.7,16560.05,15302.778,663.858,783.012,255.33,136.176,5946.606,4902.22,724.676,4710.394,4454.626,10190.8,2425.55,87.25,1221.5,2320.85,6055.15,3647.05,5444.4,942.3,226.85,3001.4,6100.32,10939.68,16123.8,1238.95,87.25,16977,473,111.155,0,361.845,297.99,175.01,16856.7,593.3,244.3,4851.1,4851.1,4676.6,174.5,12598.9,645.65,79485,20825,11386,24252,2178,5051.418,8141.948,703.362,181.169,5520.326,884.531,1278,1363.2,14398.8,8749.397,1907.603,213.14,138.541,2.17,1.67,3885.147,1850.07,WEST VIRGINIA,Monongalia,360.0908141,292.2929324,0.4111,39.63218457,-80.04766838,54061,90,2
1416,7531,68.9,3554.632,3976.368,7508.407,7312.601,75.31,97.903,30.124,0,0,22.593,52.717,7290.008,6971.04,111.24,163.152,170.568,66.744,2908.84,2379.96,375.024,1899.16,1759.728,4624.034,979.03,112.965,188.275,1551.386,3607.349,1445.952,926.313,346.426,150.62,1265.208,3049.62,4370.38,7161.981,369.019,0,7458,73,0,0,73,50.005,22.995,7470.752,60.248,0,1295.332,1295.332,1272.739,22.593,6235.668,112.965,45148,19811,9275,14901,10357,1490.48,4130.072,293.288,129.816,2490.544,677.928,831.04,704.9,5884.06,4024.296,783.704,43.272,43.272,2.01,1.39,0,3559.97,WEST VIRGINIA,Nicholas,646.8460787,39.14996293,0.5411,38.29617706,-80.79759588,54067,4,0
1417,12250,69.4,5316.5,6933.5,12201,11747.75,330.75,12.25,85.75,0,24.5,49,36.75,11723.25,10956.213,236.38,319.113,295.475,153.647,3948.84,3322.04,540.615,3886.16,3643.275,6786.5,1788.5,98,1004.5,1151.5,4777.5,3001.25,3319.75,477.75,171.5,2033.5,3779.193,8067.807,11527.25,710.5,12.25,12019,231,0,27.027,203.973,212.982,18.018,11956,294,61.25,3650.5,3650.5,3564.75,73.5,8599.5,257.25,65296,18737,10060,19656,3769,3666.78,6471.71,446.595,227.215,3439.565,759.995,1149.159,1208.394,9489.447,6166.145,1668.855,141.03,0,1.97,1.29,1597.049,1265.586,WEST VIRGINIA,Ohio,105.8301543,402.0309739,0.3108,40.0955451,-80.62203992,54069,23,0
1418,8867,68.6,4176.357,4690.643,8822.665,8787.197,26.601,0,0,0,8.867,44.335,44.335,8760.596,7838.464,180.096,248.704,308.736,111.488,3297.03,2656.83,464.145,2037.97,1803.23,5346.801,1001.971,150.739,469.951,1409.853,4504.436,1613.794,1330.05,372.414,150.739,1622.661,3091.32,5495.68,8609.857,257.143,0,8807,60,0,0,60,19.98,40.02,8804.931,62.069,26.601,2154.681,2154.681,2110.346,44.335,6712.319,177.34,48002,19218,9767,20109,3331,2491.445,4417.38,394.79,64.02,2528.79,570.845,858.7,1030.44,6689.273,4902.865,432.135,53.35,5.335,1.93,1.48,804.5,3628.295,WEST VIRGINIA,Preston,648.8133642,52.15213167,0.5732,39.46770987,-79.66712803,54077,12,0
1419,13921,68.7,6598.554,7322.446,13851.395,13572.975,83.526,27.842,97.447,27.842,41.763,69.605,83.526,13572.975,12714.03,300.762,451.143,205.065,95.697,5357.286,4642.407,551.232,3255.714,3152.358,9006.887,1670.52,69.605,528.998,1712.283,5777.215,3730.828,2714.595,668.208,375.867,2589.306,3911.622,9765.378,13266.713,640.366,27.842,13763,158,0,26.07,131.93,117.078,40.922,13698.264,222.736,55.684,3661.223,3661.223,3619.46,41.763,10259.777,167.052,54145,22336,11191,18770,1240,3755.268,6993.756,361.746,129.195,4461.534,637.362,1121.514,1449.762,11105.724,7622.505,990.495,146.421,8.613,2.05,1.58,0,6700.595,WEST VIRGINIA,Putnam,345.6781743,163.8865402,0.0408,38.50782345,-81.9082131,54079,16,0
1420,20891,69.1,9693.424,11197.576,20640.308,19094.374,1232.569,83.564,167.128,0,83.564,250.692,188.019,18948.137,19181.004,610.86,386.878,183.258,81.448,7926.65,6274.145,1343.5,5508.35,5145.605,12471.927,2903.849,146.237,1044.55,4052.854,8774.22,5097.404,2987.413,1149.005,752.076,3635.034,9311.2,11288.8,20013.578,877.422,0,20632,259,0,0,259,227.92,31.08,20494.071,396.929,167.128,4240.873,4240.873,4031.963,208.91,16650.127,981.877,51492,19702,9803,16613,2091,5212.78,11339.14,1222.585,228.395,6610.02,1800.29,1957,2513.2,16129.8,11769.06,1665.94,201.525,107.48,1.95,1.39,5850.648,14690.214,WEST VIRGINIA,Raleigh,605.357596,125.9288733,0.7685,37.76936795,-81.2456041,54081,7,0
1421,8063,69.7,3894.429,4168.571,8038.811,7958.181,40.315,16.126,8.063,0,8.063,24.189,40.315,7933.992,7022.386,275.688,206.766,145.502,114.87,2661.66,2267.34,285.882,2267.34,2163.831,4531.406,1298.143,24.189,628.914,1540.033,3741.232,1346.521,1435.214,282.205,104.819,1499.718,2803.56,4856.44,7756.606,298.331,8.063,8036,27,0,0,27,27,0,8022.685,40.315,0,1685.167,1685.167,1652.915,32.252,6377.833,161.26,65116,18834,10454,22438,890,1942.026,3859.407,473.184,69.006,1991.316,645.699,850.26,965.16,5844.58,4115.715,813.285,128.154,4.929,1.93,1.29,0,4839.114,WEST VIRGINIA,Randolph,1039.699656,27.95518864,0.5806,38.769899,-79.87919615,54083,4,0
1422,10787,70,5069.89,5717.11,10743.852,10646.769,32.361,64.722,10.787,0,0,43.148,32.361,10614.408,9571.072,534.1,459.326,117.502,64.092,3677.844,3136.601,404.302,2843.156,2784.467,6385.904,1111.061,107.87,431.48,3106.656,4692.345,1769.068,1229.718,409.906,194.166,1445.458,4760.165,5936.835,10236.863,550.137,0,10696,91,0,24.024,66.976,42.042,48.958,10743.852,43.148,10.787,1769.068,1769.068,1769.068,0,9017.932,0,54036,20122,9151,17405,1189,1897.611,5282.01,691.226,149.983,2693.173,952.066,1572.459,1412.004,7723.234,5503.724,1017.276,176.067,39.126,2.02,1.82,1964.416,2298.176,WEST VIRGINIA,Wayne,505.9943239,80.45149536,0.6006,38.14901357,-82.42287994,54099,79,0
1423,22633,70.2,10252.749,12380.251,22474.569,22135.074,203.697,22.633,113.165,0,22.633,158.431,113.165,22044.542,20709.972,577.746,466.641,466.641,199.989,7916.731,6614.161,897.326,6556.269,6151.025,13217.672,3304.418,113.165,995.852,3168.62,8442.109,6903.065,4119.206,837.421,271.596,4051.307,7977.672,14306.328,21659.781,973.219,0,22282,351,0,9.126,341.874,329.94,21.06,22248.239,384.761,135.798,5047.159,5047.159,4888.728,158.431,17585.841,701.623,53732,20896,9782,22107,2701,5543.159,11795.495,723.65,246.041,7728.582,1534.138,2072.412,2206.116,17983.188,12070.482,2402.518,202.622,14.473,1.88,1.39,2252.241,4702.047,WEST VIRGINIA,Wood,366.5098579,233.4343761,0.3723,39.20967886,-81.5162836,54107,33,0
1424,7628,69.8,3890.28,3737.72,7582.232,7513.58,30.512,7.628,15.256,0,22.884,45.768,83.908,7452.556,7044.29,120.544,158.214,218.486,105.476,2739.544,2415.865,211.095,1951.456,1754.434,4927.688,1067.92,76.28,289.864,1113.688,3318.18,2158.724,1037.408,175.444,106.792,1449.32,2303.36,5248.64,7132.18,488.192,7.628,7414,214,16.05,10.914,187.036,178.904,35.096,7406.788,221.212,122.048,1571.368,1571.368,1533.228,30.512,6056.632,167.816,44553,21054,10307,22594,1566,1773.198,3963.895,318.988,201.713,2265.753,591.066,604.16,883.584,6064.256,4170.299,520.701,93.82,14.073,1.83,1.57,4748,4748,WISCONSIN,Adams,645.6553579,31.08934163,0.5685,43.96974651,-89.76782777,55001,4,1
1425,12867,70.2,6124.692,6742.308,12841.266,12661.128,51.468,77.202,51.468,0,0,25.734,64.335,12596.793,11776.2,198.336,173.544,247.92,123.96,4494.83,4113.12,280.44,3295.17,3030.31,8466.486,1634.109,64.335,514.68,1428.237,5301.204,3474.09,2663.469,218.739,38.601,2264.592,3487.96,8969.04,12159.315,681.951,25.734,12645,222,5.994,33.078,182.928,210.9,11.1,12583.926,283.074,102.936,3461.223,3461.223,3396.888,64.335,9405.777,231.606,47801,20289,9703,22830,2953,3388.65,6372.22,514.14,132.43,2975.78,856.9,1071.302,1519.754,9865.944,6045.04,1744.96,140.22,23.37,1.86,1.31,6995.873,7635.874,WISCONSIN,Barron,863.0265098,52.43407878,0.3271,45.42372701,-91.84833627,55005,6,0
1426,51357,68.9,23316.078,28040.922,51100.215,49200.006,308.142,718.998,513.57,0,308.142,256.785,1027.14,48583.722,47518.566,853.026,752.67,1053.738,652.314,17527.859,15454.323,1587.551,14871.141,13866.772,31635.912,7087.266,462.213,3184.134,4159.917,21724.011,13866.39,11555.325,1437.996,462.213,8936.118,13164.318,37273.682,48326.937,2978.706,51.357,49728,1629,29.322,278.559,1321.119,1047.447,581.553,49405.434,1951.566,1027.14,14790.816,14790.816,14482.674,308.142,36566.184,1078.497,55278,20762,10791,23253,1885,14968.338,25562.811,1328.359,518.384,13996.368,2105.935,3631.536,4539.42,42267.044,24364.048,8034.952,647.98,97.197,1.87,1.35,9488.48,18517.84,WISCONSIN,Brown,530.0922451,490.0769675,0.3299,44.4526553,-88.00411844,55009,402,2
1427,10121,68.9,4827.717,5293.283,10100.758,9948.943,10.121,40.484,91.089,0,20.242,20.242,80.968,9878.096,9562.756,189.658,149.73,89.838,59.892,3861.999,3575.925,180.351,2357.001,2207.745,7054.337,779.317,0,657.865,1133.552,4352.03,2540.371,2095.047,263.146,70.847,1568.755,2342.34,7667.66,9584.587,506.05,20.242,9901,220,5.94,0,214.06,207.9,12.1,9817.37,303.63,131.573,2874.364,2874.364,2813.638,50.605,7246.636,192.299,63393,21770,14097,20474,4153,2804.769,4913.01,236.322,55.971,2587.104,211.446,530.53,850.85,8638.63,5149.332,1069.668,143.037,24.876,1.88,1.3,2875.635,7791.525,WISCONSIN,Calumet,318.2798177,156.4880876,0.0182,44.0816316,-88.21780273,55015,6,0
1428,15462,69.1,7390.836,8071.164,15338.304,15214.608,15.462,0,108.234,0,0,123.696,108.234,15152.76,14302.848,270.432,120.192,330.528,150.24,5538.96,5086.8,329.7,3881.04,3607.86,10173.996,1762.668,15.462,680.328,1530.738,6756.894,4190.202,2984.166,402.012,154.62,2906.856,4255.662,10835.338,14472.432,912.258,77.31,15283,179,0,44.034,134.966,95.049,83.951,15199.146,262.854,92.772,4483.98,4483.98,4406.67,92.772,10978.02,293.778,49159,19267,12554,19650,2082,4248.42,7507.74,471,94.2,4342.62,668.82,1433.645,1433.645,12208.619,7573.68,1846.32,141.3,47.1,1.85,1.39,7697.118,7347.249,WISCONSIN,Chippewa,1008.354974,63.1077365,0.2105,45.06939744,-91.28068855,55017,20,0
1429,7803,70.6,3729.834,4073.166,7779.591,7740.576,0,23.409,7.803,0,0,23.409,62.424,7685.955,7043.52,95.68,73.6,154.56,88.32,2693.782,2463.825,154.869,1999.218,1858.428,5009.526,788.103,31.212,514.998,1209.465,3807.864,1818.099,967.572,124.848,54.621,1326.51,2091.876,5326.124,7373.835,421.362,7.803,7704,99,0,10.989,88.011,57.024,41.976,7537.698,265.302,117.045,2278.476,2278.476,2216.052,62.424,5524.524,210.681,43466,19146,10159,18192,1028,2247.947,3740.321,234.65,122.018,1605.006,408.291,675.038,919.832,5823.13,3885.804,807.196,103.246,23.465,1.78,1.33,0,13172,WISCONSIN,Clark,1209.6953,28.51213856,0.535,44.73483377,-90.61207486,55019,18,1
1430,13844,69.2,6645.12,7198.88,13830.156,13636.34,41.532,27.688,83.064,0,13.844,13.844,96.908,13567.12,12842.748,107.696,201.93,323.088,228.854,4949.88,4411.472,356.044,3734.12,3395.444,8832.472,1813.564,124.596,706.044,1204.428,5689.884,4263.952,2671.892,290.724,124.596,2353.48,3430.524,10075.476,12944.14,899.86,0,13538,306,0,8.874,297.126,269.892,36.108,13428.68,415.32,96.908,4623.896,4623.896,4513.144,110.752,9220.104,332.256,61505,20956,9266,24212,2003,4385.42,6834.308,382.096,260.52,3890.432,824.98,810.36,1188.528,11507.112,6947.2,1736.8,156.312,8.684,1.82,1.35,1742.424,5425.776,WISCONSIN,Columbia,765.5452803,74.39664441,0.1204,43.46492199,-89.33589004,55021,27,1
1431,97575,68.6,44299.05,53275.95,97087.125,92501.1,2146.65,97.575,2049.075,0,292.725,487.875,1658.775,91135.05,89696.097,1814.937,1623.891,2388.075,1241.799,33590.208,29789.856,2697.024,27705.792,25253.952,60301.35,14343.525,487.875,7806,5464.2,24393.75,26247.675,41469.375,2341.8,683.025,14245.95,22253.44,73666.56,90549.6,6635.1,390.3,92368,5207,447.802,614.426,4144.772,3723.005,1483.995,92403.525,5171.475,2439.375,32882.775,32882.775,32004.6,780.6,64692.225,2439.375,70413,22103,10740,32250,2626,32180.4,45297.744,2574.432,1103.328,31138.368,3922.944,5371.52,4987.84,85560.64,46707.552,14588.448,735.552,122.592,1.85,1.42,23731.89,7458.594,WISCONSIN,Dane,1196.495695,442.8290065,0.1688,43.06601594,-89.41733797,55025,386,20
1432,20703,69.6,9958.143,10744.857,20661.594,20413.158,144.921,41.406,20.703,0,41.406,41.406,269.139,20185.425,18521.28,235.44,313.92,529.74,313.92,7032.996,6158.556,537.156,5459.004,5096.736,12711.642,2567.172,82.812,1180.071,2463.657,10040.955,5072.235,3126.153,558.981,165.624,3498.807,5173.736,14498.264,19150.275,1532.022,20.703,20398,305,3.05,6.1,295.85,233.935,71.065,20144.019,558.981,165.624,6231.603,6231.603,6107.385,124.218,14471.397,393.357,52458,20681,10594,21986,2642,5983.668,10018.584,674.568,199.872,4971.816,911.916,1377.04,1868.84,16426.12,9356.508,3135.492,237.348,24.984,1.9,1.45,0,7630,WISCONSIN,Dodge,875.7075137,100.2343803,0.2019,43.41576662,-88.70928178,55027,20,1
1433,10385,69.4,4901.72,5483.28,10343.46,10301.92,0,20.77,20.77,0,10.385,41.54,83.08,10229.225,10021.896,30.648,40.864,122.592,91.944,4066.584,3823.612,179.032,2327.416,2161.172,7664.13,913.88,83.08,342.705,643.87,3157.04,2565.095,4029.38,103.85,41.54,1734.295,2373.592,7857.408,9844.98,498.48,41.54,10161,224,0.896,2.016,221.088,187.936,36.064,10094.22,290.78,51.925,3053.19,3053.19,2970.11,83.08,7331.81,290.78,54288,22405,7190,33572,1135,3113.878,5025.684,236.578,76.728,2647.116,294.124,624.091,593.398,9013.511,5569.174,824.826,83.122,12.788,1.78,1.18,4281.411,995.068,WISCONSIN,Door,481.9623953,56.9318276,0.0557,44.95856458,-87.30002707,55029,9,1
1434,10854,69.2,5329.314,5524.686,10723.752,10506.672,54.27,119.394,32.562,0,10.854,130.248,54.27,10463.256,9935.6,115.775,147.35,326.275,136.825,3577.6,3137.28,344,3302.4,3054.72,6523.254,1649.808,43.416,596.97,955.152,4026.834,3288.762,2583.252,271.35,65.124,2192.508,3143.9,7406.1,10126.782,705.51,21.708,10680,174,2.958,25.056,145.986,144.072,29.928,10615.212,238.788,43.416,2691.792,2691.792,2626.668,65.124,8162.208,282.204,48586,21223,9193,22936,2365,2972.16,5435.2,433.44,75.68,3199.2,646.72,1044.45,822.9,8693.2,5263.2,1616.8,185.76,34.4,1.79,1.34,163.71,2037.28,WISCONSIN,Douglas,1304.292041,33.27628984,0.2748,46.43222285,-91.91595768,55031,8,0
1435,9282,69.3,4399.668,4882.332,9226.308,9142.77,0,9.282,64.974,0,9.282,55.692,46.41,9096.36,8405.066,188.979,143.984,260.971,89.99,3136.464,2772.816,238.644,2545.536,2346.666,5680.584,1373.736,55.692,454.818,844.662,3889.158,2125.578,2422.602,250.614,74.256,1605.786,2524.113,6522.887,8752.926,510.51,18.564,9089,193,3.088,29.915,159.997,123.906,69.094,9031.386,250.614,111.384,2617.524,2617.524,2589.678,27.846,6664.476,102.102,53070,19693,11974,23572,3685,2585.31,4642.194,261.372,79.548,2301.21,505.698,750.901,850.418,7445.681,4466.052,1215.948,39.774,22.728,1.86,1.3,0,11788.547,WISCONSIN,Dunn,850.1600301,52.34073401,0.1847,44.94562799,-91.8962481,55033,9,0
1436,20866,69.6,9577.494,11288.506,20782.536,20302.618,62.598,41.732,354.722,20.866,0,83.464,62.598,20240.02,19178.136,449.328,428.904,367.632,183.816,6822.06,6203.07,368.76,6347.94,6018.69,12769.992,3004.704,104.33,1105.898,1731.878,7323.966,5925.944,5863.346,354.722,62.598,3672.416,6173.4,14404.6,19447.112,1398.022,20.866,20299,567,22.113,41.958,502.929,501.795,65.205,20156.556,709.444,354.722,5967.676,5967.676,5884.212,62.598,14898.324,250.392,54257,20855,11288,22252,2617,5913.33,10509.66,724.35,210.72,5807.97,1079.94,1749.13,1852.02,16976.85,9890.67,3279.33,237.06,13.17,1.82,1.28,4161.396,5752.518,WISCONSIN,Eau Claire,637.9220831,161.4476168,0.2175,44.726614,-91.28609183,55035,23,0
